,Episodes,Episode_Names,Characters,Lines,Season
14806,410,The Girl From Poughkeepsie,PHOEBE,know it’s hard nothing rhyme stupid name,4
14807,410,The Girl From Poughkeepsie,JOEY,talk lots thing rhyme rachel bagel mail jail bail able may-pole,4
14808,410,The Girl From Poughkeepsie,PHOEBE,good thanks maybe nickname like nickname that’s easy rhyme,4
14809,410,The Girl From Poughkeepsie,MONICA,didn’t dad use call pumpkin,4
14810,410,The Girl From Poughkeepsie,RACHEL,oh yeah,4
14811,410,The Girl From Poughkeepsie,PHOEBE,pumpkin yeah ever call like budolph,4
14812,410,The Girl From Poughkeepsie,CHANDLER,hello child,4
14813,410,The Girl From Poughkeepsie,ALL,hey,4
14814,410,The Girl From Poughkeepsie,CHANDLER,get guy,4
14815,410,The Girl From Poughkeepsie,RACHEL,really,4
14816,410,The Girl From Poughkeepsie,CHANDLER,oh yeah show picture guy throw they’re buying drink they’re give stuff knicks tonight,4
14817,410,The Girl From Poughkeepsie,JOEY,sure seat,4
14818,410,The Girl From Poughkeepsie,CHANDLER,wherever i’ve get like,4
14819,410,The Girl From Poughkeepsie,RACHEL,like guy,4
14820,410,The Girl From Poughkeepsie,CHANDLER,y’know i’m gonna uh play field little,4
14821,410,The Girl From Poughkeepsie,RACHEL,chandler,4
14822,410,The Girl From Poughkeepsie,CHANDLER,guy sign,4
14823,410,The Girl From Poughkeepsie,PHOEBE,work robot,4
14824,410,The Girl From Poughkeepsie,CHANDLER,yes okay there’s one guy patrick think you’re gonna like he’s really nice he’s funny he’s swimmer,4
14825,410,The Girl From Poughkeepsie,RACHEL,ohh like swimmer’s body,4
14826,410,The Girl From Poughkeepsie,CHANDLER,yes father invent magnetic strip back credit card,4
14827,410,The Girl From Poughkeepsie,RACHEL,op like credit card,4
14828,410,The Girl From Poughkeepsie,CHANDLER,see i’m bad fix thing huh,4
14829,410,The Girl From Poughkeepsie,RACHEL,well,4
14830,410,The Girl From Poughkeepsie,CHANDLER,oh work fine food division,4
14831,410,The Girl From Poughkeepsie,RACHEL,company fine food division,4
14832,410,The Girl From Poughkeepsie,CHANDLER,it’s big company don’t—if you—i…,4
14833,410,The Girl From Poughkeepsie,JOEY,wait second make food robot,4
14834,410,The Girl From Poughkeepsie,PHOEBE,robot work,4
14835,410,The Girl From Poughkeepsie,MONICA,right i’m gonna go work anybody problem,4
14836,410,The Girl From Poughkeepsie,JOEY,yeah lady get problem,4
14837,410,The Girl From Poughkeepsie,MONICA,want problem i’ll give problem,4
14838,410,The Girl From Poughkeepsie,JOEY,oh gonna you’re gonna fire,4
14839,410,The Girl From Poughkeepsie,MONICA,bet as i’m gonna fire thank,4
14840,410,The Girl From Poughkeepsie,ROSS,oh wow get go i-i get date tonight,4
14841,410,The Girl From Poughkeepsie,CHANDLER,oh yeah,4
14842,410,The Girl From Poughkeepsie,ROSS,know girl tell life poughkeepsie,4
14843,410,The Girl From Poughkeepsie,CHANDLER,yeah,4
14844,410,The Girl From Poughkeepsie,ROSS,yeah someone else meet i-i can’t decide two y’know one poughkeepsie even though she’s two hour train ride away really pretty really smart and-and lot fun girl well live right uptown y’know she’s well she’s-she’s pretty guess she’s smart she’s fun,4
14845,410,The Girl From Poughkeepsie,PHOEBE,she’s fun want date,4
14846,410,The Girl From Poughkeepsie,ROSS,well i-i want give another chance y’know live close end date time she-she say something was—if kid funny hand wasn’t kid she’s fun she’s stupid kind racist,4
14847,410,The Girl From Poughkeepsie,JOEY,hey,4
14848,410,The Girl From Poughkeepsie,ROSS,hey,4
14849,410,The Girl From Poughkeepsie,CHANDLER,hey man,4
14850,410,The Girl From Poughkeepsie,PHOEBE,hey ooh first day work restaurant,4
14851,410,The Girl From Poughkeepsie,JOEY,damn,4
14852,410,The Girl From Poughkeepsie,JOEY,hey,4
14853,410,The Girl From Poughkeepsie,MONICA,hey,4
14854,410,The Girl From Poughkeepsie,JOEY,hey happen fancy chef’s jacket,4
14855,410,The Girl From Poughkeepsie,MONICA,baked can’t take anymore i’m gonna call meeting tonight i’m gonna fire tonight,4
14856,410,The Girl From Poughkeepsie,JOEY,get oh-oh,4
14858,410,The Girl From Poughkeepsie,JOEY,it’s still tiny bit fire,4
14859,410,The Girl From Poughkeepsie,MONICA,thanks think get,4
14860,410,The Girl From Poughkeepsie,RACHEL,chandler best taste men,4
14861,410,The Girl From Poughkeepsie,CHANDLER,well like father like son,4
14862,410,The Girl From Poughkeepsie,RACHEL,patrick great time last night mean think could maybe turn something serious,4
14863,410,The Girl From Poughkeepsie,CHANDLER,really i-i thought weren’t look something serious think look kind fling,4
14864,410,The Girl From Poughkeepsie,RACHEL,well y'know possibly didn’t tell though right,4
14865,410,The Girl From Poughkeepsie,CHANDLER,ummmmmmmm,4
14866,410,The Girl From Poughkeepsie,RACHEL,tell guy look fling don’t tell guy,4
14867,410,The Girl From Poughkeepsie,CHANDLER,i’d thrill heard hot girl look get—oh see,4
14868,410,The Girl From Poughkeepsie,RACHEL,oh tell want fling put first date—oh he’s gonna get wrong idea,4
14869,410,The Girl From Poughkeepsie,MONICA,hey joey could pass cheese,4
14870,410,The Girl From Poughkeepsie,JOEY,yeah listen uh i’d prefer didn’t call joey since don’t know anyone think it’d cool try cool work nickname,4
14871,410,The Girl From Poughkeepsie,JOEY,there’s like-there’s like buck one,4
14872,410,The Girl From Poughkeepsie,MONICA,okay could waiters gather around hear tonight’s special okay first chilean sea bass prepare mango relish bag—why nobody write,4
14873,410,The Girl From Poughkeepsie,MONICA,gonna make fake special make cook like night,4
14874,410,The Girl From Poughkeepsie,MONICA,okay forget special minute umm right here’s thing last two week umm try really hard create positive atmosphere…,4
14875,410,The Girl From Poughkeepsie,MONICA,positive atmosphere i-i-i gonna way highway right anybody problem hey new guy say anybody problem,4
14876,410,The Girl From Poughkeepsie,JOEY,ma’am,4
14877,410,The Girl From Poughkeepsie,MONICA,hell happen,4
14878,410,The Girl From Poughkeepsie,JOEY,so-so-so sorry gonna really stand dollar one hand dollar hand think wow it’s long time since had… dollar,4
14879,410,The Girl From Poughkeepsie,MONICA,joey deal that-that’s you’re i’ve get fire,4
14880,410,The Girl From Poughkeepsie,JOEY,gotta pay rent look how-how don’t fire instead stay gain trust they’ll start listen nice thing i’ve say,4
14881,410,The Girl From Poughkeepsie,MONICA,kinda thing say,4
14882,410,The Girl From Poughkeepsie,JOEY,well nothing yet really hate want fit,4
14883,410,The Girl From Poughkeepsie,PHOEBE,happy happy chanukah chandler monica merry…,4
14884,410,The Girl From Poughkeepsie,CHANDLER,oh y’know y’know pheebs,4
14886,410,The Girl From Poughkeepsie,CHANDLER,i’m jewish so…,4
14887,410,The Girl From Poughkeepsie,PHOEBE,ross doesn’t really decorate tree floss don’t hear complain god,4
14888,410,The Girl From Poughkeepsie,CHANDLER,bad dream,4
14889,410,The Girl From Poughkeepsie,ROSS,wasn’t sleep,4
14890,410,The Girl From Poughkeepsie,CHANDLER,oh yeah uh phoebe’s song,4
14891,410,The Girl From Poughkeepsie,ROSS,one cat gotta go i’ve get another date,4
14892,410,The Girl From Poughkeepsie,PHOEBE,pick one yet,4
14893,410,The Girl From Poughkeepsie,ROSS,turn one uptown make joke different joke thought—it wasn’t funny i’m still tear,4
14894,410,The Girl From Poughkeepsie,PHOEBE,well look don’t really like one uptown you’re exhaust date one poughkeepsie say end okay take train poughkeepsie break way back break uptown time get home tonight you’re do,4
14895,410,The Girl From Poughkeepsie,ROSS,y’know you’re right thank,4
14896,410,The Girl From Poughkeepsie,PHOEBE,umm well similar problem live prague,4
14897,410,The Girl From Poughkeepsie,CHANDLER,prague,4
14898,410,The Girl From Poughkeepsie,PHOEBE,there’s sooo much don’t know,4
14899,410,The Girl From Poughkeepsie,RACHEL,chandler patrick uh end thing tell look serious relationship,4
14900,410,The Girl From Poughkeepsie,CHANDLER,absolutely,4
14901,410,The Girl From Poughkeepsie,RACHEL,idiot,4
14902,410,The Girl From Poughkeepsie,CHANDLER,i’m sure you’re right,4
14903,410,The Girl From Poughkeepsie,RACHEL,don’t tell guy you’re look serious relationship don’t tell guy scar away,4
14904,410,The Girl From Poughkeepsie,CHANDLER,oh man i’m sorry i’m so-so sorry,4
14905,410,The Girl From Poughkeepsie,RACHEL,y’know never allow talk people,4
14906,410,The Girl From Poughkeepsie,CHANDLER,know know,4
14907,410,The Girl From Poughkeepsie,RACHEL,oh see i’m right back start aww suck alone suck,4
14908,410,The Girl From Poughkeepsie,CHANDLER,well y’know you’re-you’re gonna meet somebody you’re great catch y’know tell guy didn’t lie,4
14909,410,The Girl From Poughkeepsie,RACHEL,really,4
14910,410,The Girl From Poughkeepsie,CHANDLER,yeah graduate magma ku laude right,4
14912,410,The Girl From Poughkeepsie,CHANDLER,oh doesn’t matter hey y’know i’ve get two ticket tonight’s ranger game wanna come,4
14913,410,The Girl From Poughkeepsie,RACHEL,cute guy little short sure,4
14914,410,The Girl From Poughkeepsie,CHANDLER,well actually it’s hockey team it’s angry canadian teeth,4
14915,410,The Girl From Poughkeepsie,RACHEL,well sound fun,4
14916,410,The Girl From Poughkeepsie,CHANDLER,ever woman,4
14917,410,The Girl From Poughkeepsie,RACHEL,chandler matter,4
14918,410,The Girl From Poughkeepsie,CHANDLER,good time ask question,4
14919,410,The Girl From Poughkeepsie,MONICA,need swordfish get swordfish,4
14920,410,The Girl From Poughkeepsie,MONICA,minute ago,4
14921,410,The Girl From Poughkeepsie,MONICA,fine,4
14922,410,The Girl From Poughkeepsie,MONICA,okay funny somebody let please come i’m cold cover marinara sauce come let,4
14923,410,The Girl From Poughkeepsie,MONICA,that’s funny,4
14924,410,The Girl From Poughkeepsie,MONICA,i’m good person i’m good chef don’t deserve marinara sauce y’know want quit bad is…,4
14925,410,The Girl From Poughkeepsie,JOEY,hey chef geller y’know little speech make day well get problem,4
14927,410,The Girl From Poughkeepsie,JOEY,bet ah wasn’t listen that’s,4
14928,410,The Girl From Poughkeepsie,MONICA,well want problem i’ll give problem,4
14929,410,The Girl From Poughkeepsie,JOEY,gonna you’re gonna fire,4
14930,410,The Girl From Poughkeepsie,MONICA,bet as i’m gonna fire get kitchen get right anybody else get problem ‘bout chuckle think funny,4
14931,410,The Girl From Poughkeepsie,MONICA,dance around cover sauce huh think it’s funny,4
14932,410,The Girl From Poughkeepsie,MONICA,good take salad table get swordfish get haircut,4
14935,410,The Girl From Poughkeepsie,ROSS,really montreal,4
14936,410,The Girl From Poughkeepsie,ROSS,coffee sound great wait live montreal,4
14937,410,The Girl From Poughkeepsie,JOEY,well guess should’ve think wife kid talk back chef geller,4
14938,410,The Girl From Poughkeepsie,MONICA,thanks,4
14939,410,The Girl From Poughkeepsie,JOEY,yep look like it’s gonna leeeeean christmas dragon house year,4
14940,410,The Girl From Poughkeepsie,MONICA,enough,4
14941,410,The Girl From Poughkeepsie,JOEY,lean-lean-lean,4
14942,410,The Girl From Poughkeepsie,PHOEBE,go store sat santa's lap ask bring friend kind crap say need write song heard try sing along sing along,4
14943,411,Phoebe's Uterus,PHOEBE,oh god can’t believe little brother marry,4
14944,411,Phoebe's Uterus,FRANK,oh know,4
14945,411,Phoebe's Uterus,PHOEBE,guy didn’t tell elope,4
14946,411,Phoebe's Uterus,FRANK,‘cause sorta happen y’know courthouse lunch…,4
14947,411,Phoebe's Uterus,PHOEBE,wait wait courthouse,4
14948,411,Phoebe's Uterus,FRANK,lunch yeah sudden like hey y'know we’re lunch let’s get marry,4
14949,411,Phoebe's Uterus,PHOEBE,wow year half ago didn’t even know brother sister okay okay stop don’t gotta get gift anything need,4
14950,411,Phoebe's Uterus,FRANK,uhh yeah,4
14951,411,Phoebe's Uterus,ALICE,we’ve try get pregnant uh pretty much ever since get engage think we’d get jump thing y’know one’s get young,4
14952,411,Phoebe's Uterus,FRANK,see thing umm we’re able y’know uh conceive,4
14953,411,Phoebe's Uterus,ALICE,we’ve try everything we’ve see bunch doctor,4
14954,411,Phoebe's Uterus,FRANK,yeah they-and say our-that chance baby take sperm egg put together dish put another girl wondering could girl could put,4
14955,411,Phoebe's Uterus,PHOEBE,that’s really nice gift think like gravy boat,4
14956,411,Phoebe's Uterus,JOEY,hey guy check check guess job get,4
14957,411,Phoebe's Uterus,CHANDLER,don’t know donald trump want blue blazer black,4
14959,411,Phoebe's Uterus,CHANDLER,blue blazer back he-he want back,4
14960,411,Phoebe's Uterus,RACHEL,you-you say black would want blue blazer black,4
14961,411,Phoebe's Uterus,CHANDLER,well you-you know meant,4
14962,411,Phoebe's Uterus,MONICA,mess you’re stupid,4
14963,411,Phoebe's Uterus,CHANDLER,job get joe,4
14964,411,Phoebe's Uterus,JOEY,oh ah tour guide museum yeah ross get,4
14965,411,Phoebe's Uterus,RACHEL,well tour guide don’t dinosaur expert something,4
14966,411,Phoebe's Uterus,JOEY,really give information it’s uh it’s like memorize script leave tyrannosaurus rex carnivore jurassic period,4
14967,411,Phoebe's Uterus,ROSS,uh actually joey it’s cretasous period,4
14968,411,Phoebe's Uterus,JOEY,yeah pronounce jurassic,4
14969,411,Phoebe's Uterus,PHOEBE,hey,4
14970,411,Phoebe's Uterus,ALL,hey,4
14971,411,Phoebe's Uterus,PHOEBE,guess frank jr alice get married,4
14972,411,Phoebe's Uterus,ALL,oh god,4
14973,411,Phoebe's Uterus,PHOEBE,they’re gonna baby want grow uterus,4
14974,411,Phoebe's Uterus,ROSS,god,4
14975,411,Phoebe's Uterus,MONICA,serious,4
14976,411,Phoebe's Uterus,PHOEBE,yeah,4
14977,411,Phoebe's Uterus,JOEY,you’re really think sex brother,4
14978,411,Phoebe's Uterus,PHOEBE,ewww oh it’s—they want surrogate it’s her-it’s egg sperm i’m-i’m oven it’s totally bun,4
14979,411,Phoebe's Uterus,JOEY,huh,4
14980,411,Phoebe's Uterus,MONICA,tell,4
14981,411,Phoebe's Uterus,PHOEBE,well say think first think i’m gonna give great gift possibly give,4
14982,411,Phoebe's Uterus,CHANDLER,you’re gonna carry baby give sony play station,4
14983,411,Phoebe's Uterus,RACHEL,honey really incredible thing thing think,4
14984,411,Phoebe's Uterus,MONICA,yeah like you’re gonna pregnant mean pregnant,4
14985,411,Phoebe's Uterus,PHOEBE,know,4
14986,411,Phoebe's Uterus,ROSS,pheebs you’re talk put body awful lot mean morning sickness uhh labour it’s somebody else,4
14987,411,Phoebe's Uterus,PHOEBE,yeah what’s point,4
14988,411,Phoebe's Uterus,ROSS,well stuff mention,4
14989,411,Phoebe's Uterus,RACHEL,wow don’t know could ever always figure first time baby somebody love baby would a…keeper,4
14990,411,Phoebe's Uterus,PHOEBE,y'know guy lot supportive want make denim furniture,4
14991,411,Phoebe's Uterus,JOEY,pheebs listen decide we’ll supportive like crazy,4
14992,411,Phoebe's Uterus,ALL,yeah,4
14993,411,Phoebe's Uterus,MONICA,want think,4
14994,411,Phoebe's Uterus,RACHEL,yeah honey maybe talk somebody who’s baby like mom,4
14995,411,Phoebe's Uterus,PHOEBE,mom never give birth oh birth mom,4
14996,411,Phoebe's Uterus,KATHY,umm love touchy take work,4
14997,411,Phoebe's Uterus,CHANDLER,oh yeah sure it’s mine anyway pant,4
14998,411,Phoebe's Uterus,KATHY,oh,4
14999,411,Phoebe's Uterus,MONICA,jealous,4
15000,411,Phoebe's Uterus,RACHEL,guy really right…there aren’t,4
15001,411,Phoebe's Uterus,CHANDLER,yes right,4
15002,411,Phoebe's Uterus,MONICA,begin y’know it’s sex talk sex talk and…,4
15003,411,Phoebe's Uterus,CHANDLER,yeah you-you gotta love talk,4
15004,411,Phoebe's Uterus,MONICA,sex,4
15005,411,Phoebe's Uterus,CHANDLER,right haven’t sex yet okay what’s big deal y’know special want love grow move next level,4
15006,411,Phoebe's Uterus,RACHEL,oh chandler nice,4
15007,411,Phoebe's Uterus,ROSS,really nice…lying way reason,4
15008,411,Phoebe's Uterus,RACHEL,you’re mature enough understand something like,4
15009,411,Phoebe's Uterus,CHANDLER,he’s right i’m totally lying,4
15011,411,Phoebe's Uterus,CHANDLER,well kathy’s last boyfriend joey,4
15012,411,Phoebe's Uterus,ROSS,you’re afraid won’t able to…fill shoe,4
15013,411,Phoebe's Uterus,CHANDLER,i’m afraid won’t able make love well,4
15014,411,Phoebe's Uterus,ROSS,yeah go metaphor,4
15015,411,Phoebe's Uterus,CHANDLER,yes say actual word,4
15016,411,Phoebe's Uterus,MONICA,big deal joey’s lot girlfriend doesn’t mean he’s great bed,4
15017,411,Phoebe's Uterus,CHANDLER,share wall either he’s great bed like agree lot,4
15018,411,Phoebe's Uterus,MONICA,sweetie it’s gonna different sex gonna great ‘cause you-you guy love,4
15019,411,Phoebe's Uterus,CHANDLER,yeah,4
15020,411,Phoebe's Uterus,RACHEL,yeah,4
15021,411,Phoebe's Uterus,ROSS,go chandler,4
15022,411,Phoebe's Uterus,MONICA,yeah,4
15023,411,Phoebe's Uterus,RACHEL,yeah really,4
15024,411,Phoebe's Uterus,MONICA,go,4
15025,411,Phoebe's Uterus,CHANDLER,right right i’ll go sleep girlfriend i’m guy,4
15026,411,Phoebe's Uterus,JOEY,okay mastodon semi-late jurassic period,4
15027,411,Phoebe's Uterus,JOEY,shhh museum talk right large foot uhh ross geller everyone wave ‘hi’ ross ross one important scientist look hard work okay move right along come,4
15028,411,Phoebe's Uterus,PHOEBE,hi,4
15029,411,Phoebe's Uterus,PHOEBE,i’m sorry i’m late,4
15030,411,Phoebe's Uterus,PHOEBE,wow really go you’re expect company,4
15031,411,Phoebe's Uterus,PHOEBE,oh ooh oh didn’t know did…pot,4
15032,411,Phoebe's Uterus,PHOEBE,ooh erotiery,4
15033,411,Phoebe's Uterus,PHOEBE,okay,4
15035,411,Phoebe's Uterus,PHOEBE,oh no-no understand pain don’t-don’t hurt puppy,4
15036,411,Phoebe's Uterus,PHOEBE,oh get puppy,4
15038,411,Phoebe's Uterus,PHOEBE,okay,4
15039,411,Phoebe's Uterus,PHOEBE,right i’m sorry,4
15040,411,Phoebe's Uterus,JOEY,uhh mind sit i’m-i’m save friend ross,4
15041,411,Phoebe's Uterus,JOEY,doctor wow didn’t know nickname,4
15042,411,Phoebe's Uterus,JOEY,well how-how come,4
15043,411,Phoebe's Uterus,JOEY,that’s crazy,4
15044,411,Phoebe's Uterus,JOEY,i-i think everybody’s pretend don’t hear anyway look don’t know jacket separate table ross one best friend save seat i’m tell sit ross ross man i-i save seat,4
15045,411,Phoebe's Uterus,ROSS,that’s okay i’m cool i’ll catch later joey,4
15046,411,Phoebe's Uterus,ROSS,hey uh i’m really really sorry happen cafeteria today,4
15047,411,Phoebe's Uterus,JOEY,it’s big deal hey y’know gotta right,4
15048,411,Phoebe's Uterus,ROSS,hey it’s mean scientist tour guide never sit together,4
15049,411,Phoebe's Uterus,JOEY,whatever,4
15050,411,Phoebe's Uterus,ROSS,it’s like everywhere joey okay mon back work uh waiter eat waiter right chefs eat chef right,4
15051,411,Phoebe's Uterus,MONICA,eat alley everybody hat,4
15052,411,Phoebe's Uterus,JOEY,look ross really it’s-it’s big deal y’know wear white coat wear blue blazer mean can’t friend work y’know hey understand y’know hey i’m play you’re audience don’t talk right it’s y’know it’s uh it’s cool i’ll see tomorrow,4
15053,411,Phoebe's Uterus,RACHEL,yeah we’re audience doesn’t talk wave,4
15054,411,Phoebe's Uterus,CHANDLER,hi,4
15055,411,Phoebe's Uterus,MONICA,hey,4
15056,411,Phoebe's Uterus,CHANDLER,phoebe sing carl mulden,4
15057,411,Phoebe's Uterus,PHOEBE,ooh y’know think it’s time puppy go come let’s go balcony,4
15059,411,Phoebe's Uterus,PHOEBE,umm street come let’s go street ooh listen don’t go onto balcony get back,4
15061,411,Phoebe's Uterus,CHANDLER,yes yes sex,4
15062,411,Phoebe's Uterus,MONICA,uh-oh bad,4
15063,411,Phoebe's Uterus,CHANDLER,fine y’know didn’t agree strongly agree joey like see point i’m right,4
15064,411,Phoebe's Uterus,MONICA,well first time y’know there’s always lot agreement first time,4
15065,411,Phoebe's Uterus,RACHEL,yeah girl anyway guy agree like,4
15066,411,Phoebe's Uterus,CHANDLER,look help okay mean know woman y’know know everything go it’s always nice need know make go nice god somebody’s kill,4
15067,411,Phoebe's Uterus,MONICA,right i’m gonna show something lot guy don’t know rach give pad please right now…,4
15068,411,Phoebe's Uterus,CHANDLER,look don’t draw actual wo—whoa she’s hot,4
15069,411,Phoebe's Uterus,MONICA,everybody know basic erogenous zone get one two three four five six seven,4
15070,411,Phoebe's Uterus,CHANDLER,seven,4
15071,411,Phoebe's Uterus,RACHEL,let see oh yeah,4
15072,411,Phoebe's Uterus,CHANDLER,that’s one,4
15073,411,Phoebe's Uterus,MONICA,it’s kind important one,4
15074,411,Phoebe's Uterus,CHANDLER,oh y’know-y’know look upside,4
15075,411,Phoebe's Uterus,RACHEL,well y’know sometimes help,4
15076,411,Phoebe's Uterus,MONICA,guy hit uh go set camp,4
15077,411,Phoebe's Uterus,CHANDLER,that-that’s bad,4
15078,411,Phoebe's Uterus,RACHEL,well go disneyland don’t spend whole day materhorn,4
15079,411,Phoebe's Uterus,CHANDLER,well might anything like,4
15080,411,Phoebe's Uterus,MONICA,right uh important thing take time want hit ‘em mix ‘em gotta keep toe,4
15081,411,Phoebe's Uterus,RACHEL,oo toe well people,4
15082,411,Phoebe's Uterus,MONICA,right umm could uh start little,4
15083,411,Phoebe's Uterus,ROSS,thank dr phillips i’m lunch table middle i’m lunch right good friend joey he’ll sit,4
15084,411,Phoebe's Uterus,JOEY,sit dr geller,4
15085,411,Phoebe's Uterus,ROSS,y'know work museum natural history yet something unnatural way eat lunch look around cafeteria y’know see see-i see division division people white coat people blue blazer ask god say shed these-these coat separate get know people underneath i’m ross i’m divorce kid,4
15086,411,Phoebe's Uterus,JOEY,i’m joey i’m actor don’t know squat dinosaur,4
15087,411,Phoebe's Uterus,ROSS,right go,4
15088,411,Phoebe's Uterus,JOEY,yeah hang teddy,4
15089,411,Phoebe's Uterus,ROSS,okay good-good,4
15090,411,Phoebe's Uterus,ROSS,wow rhonda,4
15091,411,Phoebe's Uterus,ROSS,yeah okay scott,4
15092,411,Phoebe's Uterus,PHOEBE,mom’s gonna minute can’t can’t give yes—no don’t want,4
15093,411,Phoebe's Uterus,RACHEL,oo can’t watch it’s like sophie’s choice,4
15094,411,Phoebe's Uterus,MONICA,y’know never saw,4
15095,411,Phoebe's Uterus,RACHEL,ooh okay,4
15096,411,Phoebe's Uterus,PHOEBE,ooh can’t mom right can’t-if can’t give there’s way give baby ohh god frank alice gonna crush what-what else else give ‘em—a kidney,4
15097,411,Phoebe's Uterus,ALICE,hi,4
15098,411,Phoebe's Uterus,FRANK,hi,4
15099,411,Phoebe's Uterus,ALICE,uhh neighbourhood so…,4
15100,411,Phoebe's Uterus,FRANK,yeah think we’d stop let know there’s still pressure,4
15101,411,Phoebe's Uterus,ALICE,none something want tell we’re gonna right coffee,4
15102,411,Phoebe's Uterus,PHOEBE,okay,4
15103,411,Phoebe's Uterus,FRANK,oh who’s little guy,4
15104,411,Phoebe's Uterus,PHOEBE,oh ooh umm,4
15105,411,Phoebe's Uterus,FRANK,oh he’s cute remind old dog tumour,4
15106,411,Phoebe's Uterus,ALICE,precious could take home,4
15107,411,Phoebe's Uterus,PHOEBE,hey don’t,4
15108,411,Phoebe's Uterus,FRANK,serious,4
15109,411,Phoebe's Uterus,PHOEBE,uh-huh yeah,4
15110,411,Phoebe's Uterus,FRANK,oh thanks,4
15112,411,Phoebe's Uterus,PHOEBE,i’m really okay y’know ‘cause look make so… know it’s gonna like million time hard give baby oh god it’s gonna feel like million time well right wanna wanna carry baby,4
15113,411,Phoebe's Uterus,ALICE,oh oh oh thank much don’t know mean oh,4
15114,411,Phoebe's Uterus,FRANK,oh god think i’m gonna cry,4
15115,411,Phoebe's Uterus,MONICA,it’s gonna great,4
15116,411,Phoebe's Uterus,PHOEBE,oh i-i give puppy make happy decide i’m gonna carry baby,4
15117,411,Phoebe's Uterus,PHOEBE,no-no-no know different people though totally different situation know gonna regret,4
15118,411,Phoebe's Uterus,PHOEBE,oh,4
15119,411,Phoebe's Uterus,MONICA,would ever surrogate anyone,4
15120,411,Phoebe's Uterus,RACHEL,depends ask,4
15121,411,Phoebe's Uterus,MONICA,ask,4
15122,411,Phoebe's Uterus,RACHEL,oh mon sure,4
15123,411,Phoebe's Uterus,MONICA,really,4
15124,411,Phoebe's Uterus,RACHEL,yes you’re ask,4
15126,411,Phoebe's Uterus,RACHEL,yes totally,4
15127,411,Phoebe's Uterus,KATHY,oh thank thank thank yes thank,4
15128,412,The Embryos,RACHEL,hell hell ohhhhhhh,4
15129,412,The Embryos,MONICA,boy really morning person,4
15130,412,The Embryos,RACHEL,back get get get god damn get get get get get,4
15131,412,The Embryos,RACHEL,noise,4
15133,412,The Embryos,JOEY,it’s chick she’s…going change,4
15134,412,The Embryos,MONICA,kind change,4
15135,412,The Embryos,CHANDLER,well vet seem think that’s she’s become rooster we’re get second opinion,4
15136,412,The Embryos,PHOEBE,hey,4
15137,412,The Embryos,ROSS,hey shop eight morning,4
15138,412,The Embryos,RACHEL,well i’ve since six thanks somebody’s dumb-ass rooster,4
15139,412,The Embryos,PHOEBE,guy really get rid animal shouldn’t live apartment,4
15140,412,The Embryos,RACHEL,yeah especially knives cookbook around…,4
15141,412,The Embryos,PHOEBE,right i’m gonna go fertility doctor um see i’m ready frank alice’s embryo transfer uterus,4
15142,412,The Embryos,ROSS,know you’re ready,4
15143,412,The Embryos,PHOEBE,oh they’re gonna umm look see endometrium layer thick,4
15144,412,The Embryos,CHANDLER,oh uh check ya,4
15145,412,The Embryos,PHOEBE,okay everyone think thick,4
15146,412,The Embryos,ALL,good-bye good luck,4
15147,412,The Embryos,PHOEBE,hi wish luck,4
15148,412,The Embryos,MONICA,oh good luck,4
15149,412,The Embryos,JOEY,good luck i’m still right,4
15150,412,The Embryos,MONICA,sooo true,4
15152,412,The Embryos,JOEY,she’s mad know today’s laundry day mean she’s wear old lady underpants,4
15153,412,The Embryos,CHANDLER,check ya,4
15154,412,The Embryos,MONICA,just—i can’t believe think chandler know rachel good know,4
15155,412,The Embryos,CHANDLER,well… we-we eat tic tack even number,4
15156,412,The Embryos,JOEY,yeah what’s,4
15157,412,The Embryos,CHANDLER,you… ross believe check rachel’s bag find half-eaten box cooky,4
15158,412,The Embryos,ROSS,you’re good,4
15159,412,The Embryos,RACHEL,i’m impress everybody snack shop,4
15160,412,The Embryos,MONICA,yeah,4
15161,412,The Embryos,JOEY,oh yeah ross many item leave bag,4
15162,412,The Embryos,ROSS,five,4
15163,412,The Embryos,CHANDLER,okay ten buck say name every item bag,4
15164,412,The Embryos,RACHEL,many guess get,4
15165,412,The Embryos,JOEY,six,4
15166,412,The Embryos,ROSS,challenge extend,4
15167,412,The Embryos,MONICA,deal,4
15168,412,The Embryos,ROSS,challenge except,4
15169,412,The Embryos,JOEY,right we’ll start with…apples,4
15170,412,The Embryos,ROSS,we’ll start apple,4
15171,412,The Embryos,CHANDLER,stop,4
15172,412,The Embryos,CHANDLER,yes,4
15173,412,The Embryos,JOEY,okay uhh tortilla chip yogurt,4
15174,412,The Embryos,CHANDLER,diet soda,4
15175,412,The Embryos,ROSS,yes yes yes,4
15176,412,The Embryos,CHANDLER,orange juice,4
15177,412,The Embryos,RACHEL,there’s orange juice win,4
15178,412,The Embryos,MONICA,ha-ha,4
15179,412,The Embryos,ROSS,another guess,4
15180,412,The Embryos,RACHEL,okay well one,4
15181,412,The Embryos,JOEY,okay last thing…,4
15182,412,The Embryos,CHANDLER,oh-oh oh oh-oh,4
15183,412,The Embryos,JOEY,no-no like another two week,4
15184,412,The Embryos,CHANDLER,get scotch… tape,4
15185,412,The Embryos,ROSS,know would buy scotch tape,4
15186,412,The Embryos,CHANDLER,well use there’s last night make scary face,4
