,season,episode,episode_name,speaker,dialogue
1312,1,6,The Middle Earth Paradigm,SHELDON,come
1313,1,6,The Middle Earth Paradigm,HOWARD,hey see koothrapali
1314,1,6,The Middle Earth Paradigm,SHELDON,he’s maybe avenger summon
1315,1,6,The Middle Earth Paradigm,HOWARD,he’s marvel comic story he’s original norse god
1316,1,6,The Middle Earth Paradigm,SHELDON,thank clarification
1317,1,6,The Middle Earth Paradigm,HOWARD,i’m suppose give ride home
1318,1,6,The Middle Earth Paradigm,SHELDON,well i’m sure he’ll fine hammer
1319,1,7,The Dumpling Paradox,HOWARD,watch it’s really cool call leonard hofstadter
1320,1,7,The Dumpling Paradox,HOWARD,call leonard hofstadter
1322,1,7,The Dumpling Paradox,LEONARD,let try call mcflono mcfloonyloo heh-heh
1323,1,7,The Dumpling Paradox,RAJ,oh that’s impressive little racist
1324,1,7,The Dumpling Paradox,SHELDON,we’re play mock flaw technology get halo night suppose start eight
1325,1,7,The Dumpling Paradox,LEONARD,we’ll start
1326,1,7,The Dumpling Paradox,SHELDON,yes first decide lose six minute come game time bathroom time pizza break
1327,1,7,The Dumpling Paradox,RAJ,split two two two
1328,1,7,The Dumpling Paradox,HOWARD,we’re anchovy pizza can’t take bathroom time
1329,1,7,The Dumpling Paradox,SHELDON,oh fresh hell
1330,1,7,The Dumpling Paradox,PENNY,hey guy
1331,1,7,The Dumpling Paradox,HOWARD,see penny pick day you’ll good luck
1332,1,7,The Dumpling Paradox,PENNY,won’t uh hide
1333,1,7,The Dumpling Paradox,LEONARD,sure what’s go
1334,1,7,The Dumpling Paradox,PENNY,"well there’s girl know back nebraska christie well anyway call she’s like “hey how’s california,” i’m like “awesome” ‘cos know it’s nebraska next thing know she’s invite stay"
1336,1,7,The Dumpling Paradox,PENNY,anyway get today she’s apartment yakkety-yakking every guy she’s sleep omaha basically every guy omaha wash sluttiest collection underwear ever see bathroom sink
1337,1,7,The Dumpling Paradox,HOWARD,well one thong time throw like sort erotic bouillabaisse
1338,1,7,The Dumpling Paradox,PENNY,really need dial
1339,1,7,The Dumpling Paradox,LEONARD,don’t like christie let stay
1340,1,7,The Dumpling Paradox,PENNY,well engage cousin sleep brother she’s kind family
1341,1,7,The Dumpling Paradox,SHELDON,know apologise early outburst need halo regale delightfully folksy tale whore omaha
1342,1,7,The Dumpling Paradox,LEONARD,oh don’t think she’s whore
1343,1,7,The Dumpling Paradox,PENNY,yeah she’s definitely whore mean absolutely standard one time at… where’s howard
1344,1,7,The Dumpling Paradox,SHELDON,oh good grief
1345,1,7,The Dumpling Paradox,PENNY,ugh cannot believe christie let howard apartment
1346,1,7,The Dumpling Paradox,SHELDON,cannot believe people pay horoscope serious note it’s we’re still play halo
1347,1,7,The Dumpling Paradox,LEONARD,okay fine we’ll play one one get back
1348,1,7,The Dumpling Paradox,SHELDON,one one don’t play one one play team one one one one
1349,1,7,The Dumpling Paradox,LEONARD,well way play team point cut raj half
1350,1,7,The Dumpling Paradox,RAJ,oh sure cut foreigner half there’s billion come
1351,1,7,The Dumpling Paradox,PENNY,hey guy need fourth i’ll play
1352,1,7,The Dumpling Paradox,LEONARD,great idea
1353,1,7,The Dumpling Paradox,SHELDON,uh wheel great idea relativity great idea notion rather sucky one
1355,1,7,The Dumpling Paradox,SHELDON,oh penny penny penny
1356,1,7,The Dumpling Paradox,PENNY,oh
1357,1,7,The Dumpling Paradox,SHELDON,complex battle simulation steep learning curve myriad weapon vehicle strategy master mention extremely intricate back-story
1358,1,7,The Dumpling Paradox,SHELDON,mine
1359,1,7,The Dumpling Paradox,PENNY,okay get lock load boy
1360,1,7,The Dumpling Paradox,LEONARD,it’s way play team
1361,1,7,The Dumpling Paradox,SHELDON,yes whoever’s partner hamstrung lack experience mention fact sh…
1362,1,7,The Dumpling Paradox,PENNY,ha-ha go head
1363,1,7,The Dumpling Paradox,SHELDON,okay isn’t good sportsmanship shoot somebody who’s respawned need give chance come
1364,1,7,The Dumpling Paradox,SHELDON,raj raj she’s get corner cover
1365,1,7,The Dumpling Paradox,PENNY,cover sucker ha-ha-ha
1366,1,7,The Dumpling Paradox,LEONARD,penny fire
1367,1,7,The Dumpling Paradox,PENNY,yeah sheldon
1368,1,7,The Dumpling Paradox,SHELDON,okay that’s don’t know cheat no-one attractive skilled video game
1369,1,7,The Dumpling Paradox,PENNY,wait wait sheldon come back forgot something
1371,1,7,The Dumpling Paradox,PENNY,plasma grenade ha look it’s rain
1372,1,7,The Dumpling Paradox,SHELDON,laugh wait need tech support
1373,1,7,The Dumpling Paradox,PENNY,gosh he’s kind sore loser isn’t
1374,1,7,The Dumpling Paradox,LEONARD,well fair also rather unpleasant winner
1375,1,7,The Dumpling Paradox,PENNY,well it’s fun
1376,1,7,The Dumpling Paradox,LEONARD,know penny make good team maybe could enter couple halo tournament sometime
1377,1,7,The Dumpling Paradox,PENNY,could life
1378,1,7,The Dumpling Paradox,LEONARD,guess that’s option
1379,1,7,The Dumpling Paradox,PENNY,good night leonard
1380,1,7,The Dumpling Paradox,LEONARD,good night
1381,1,7,The Dumpling Paradox,PENNY,usual nice talk raj
1382,1,7,The Dumpling Paradox,RAJ,suppose meant
1383,1,7,The Dumpling Paradox,LEONARD,she’s enigma raj
1384,1,7,The Dumpling Paradox,SHELDON,another thing there’s certain ethic game penny well estab…
1385,1,7,The Dumpling Paradox,LEONARD,she’s go sheldon
1386,1,7,The Dumpling Paradox,SHELDON,well could say goodbye
1387,1,7,The Dumpling Paradox,SHELDON,it’s call carpal tunnel syndrome quite frankly deserve
1388,1,7,The Dumpling Paradox,LEONARD,what’s wrong
1389,1,7,The Dumpling Paradox,PENNY,um well howard christie are… kind of… hooking bedroom
1390,1,7,The Dumpling Paradox,LEONARD,sure
1391,1,7,The Dumpling Paradox,PENNY,look grow farm okay heard they’re either sex howard’s catch milk machine mind stay tonight
1392,1,7,The Dumpling Paradox,LEONARD,take couch bed get new pillow hypo-allergenics
1393,1,7,The Dumpling Paradox,PENNY,uh couch good
1394,1,7,The Dumpling Paradox,SHELDON,hold think leonard moment
1395,1,7,The Dumpling Paradox,LEONARD,let guess problem
1396,1,7,The Dumpling Paradox,SHELDON,begin
1397,1,7,The Dumpling Paradox,LEONARD,it’s crazy person’s choice
1398,1,7,The Dumpling Paradox,SHELDON,well first don’t house guest frankly could afford rent i’d ask leave
1399,1,7,The Dumpling Paradox,LEONARD,friendship mean lot well else
1400,1,7,The Dumpling Paradox,SHELDON,well earthquake supply two day two man kit
1402,1,7,The Dumpling Paradox,SHELDON,earthquake three trap could food tomorrow afternoon
1403,1,7,The Dumpling Paradox,LEONARD,i’m sorry suggest let penny stay might succumb cannibalism
1404,1,7,The Dumpling Paradox,SHELDON,no-one ever think happen
1405,1,7,The Dumpling Paradox,LEONARD,penny promise chew flesh bone sleep stay
1406,1,7,The Dumpling Paradox,PENNY,hu
1407,1,7,The Dumpling Paradox,SHELDON,he’s engage reductio-ad-absurdum it’s logical fallacy extend someone’s argument ridiculous proportion criticise result appreciate
1408,1,7,The Dumpling Paradox,LEONARD,i’ll get blanket pillow
1409,1,7,The Dumpling Paradox,SHELDON,okay well since i’m obviously ignore let’s go morning schedule use bathroom plan ablution bodily function accordingly
1410,1,7,The Dumpling Paradox,PENNY,suppose plan bodily function
1411,1,7,The Dumpling Paradox,SHELDON,suggest liquid
1412,1,7,The Dumpling Paradox,LEONARD,go
1413,1,7,The Dumpling Paradox,PENNY,thanks leonard
1414,1,7,The Dumpling Paradox,SHELDON,hmmph wrong
1415,1,7,The Dumpling Paradox,PENNY,i’m listen
1416,1,7,The Dumpling Paradox,SHELDON,head go end
1418,1,7,The Dumpling Paradox,SHELDON,it’s culturally universal bed even temporary bed always orient headboard away door serf ancient imperative protect oneself marauder
1419,1,7,The Dumpling Paradox,PENNY,i’ll risk
1420,1,7,The Dumpling Paradox,SHELDON,hm
1421,1,7,The Dumpling Paradox,PENNY,anything else know
1422,1,7,The Dumpling Paradox,SHELDON,yes use toothbrush i’ll jump window please don’t come funeral good night
1423,1,7,The Dumpling Paradox,LEONARD,sorry
1424,1,7,The Dumpling Paradox,PENNY,that’s okay
1425,1,7,The Dumpling Paradox,LEONARD,fyi toothbrush red one plexiglas case uv light
1426,1,7,The Dumpling Paradox,PENNY,get
1427,1,7,The Dumpling Paradox,LEONARD,well sleep tight
1428,1,7,The Dumpling Paradox,PENNY,thanks
1429,1,7,The Dumpling Paradox,LEONARD,funny expression sleep tight refers early construction bed feature mattress suspend interlocking rope would occasionally… sleep tight
1431,1,7,The Dumpling Paradox,SHELDON,every saturday since live apartment awaken pour bowl cereal added quarter cup milk sit end couch turn bbc america watch doctor
1432,1,7,The Dumpling Paradox,LEONARD,penny’s still sleep
1433,1,7,The Dumpling Paradox,SHELDON,every saturday since live apartment awaken pour bowl cereal…
1434,1,7,The Dumpling Paradox,LEONARD,know know look tv room don’t breakfast bed
1435,1,7,The Dumpling Paradox,SHELDON,neither invalid woman celebrate mother’s day
1436,1,7,The Dumpling Paradox,PENNY,uh time
1437,1,7,The Dumpling Paradox,LEONARD,almost
1438,1,7,The Dumpling Paradox,PENNY,slept day
1439,1,7,The Dumpling Paradox,LEONARD,oh it’s morning
1440,1,7,The Dumpling Paradox,PENNY,hell problem
1441,1,7,The Dumpling Paradox,SHELDON,okay cereal lose molecular integrity bowl shred wheat paste
1442,1,7,The Dumpling Paradox,PENNY,people hate sleep wearing robe
1443,1,7,The Dumpling Paradox,HOWARD,oh yeah sorry i’ll clean
1444,1,7,The Dumpling Paradox,PENNY,that’s okay keep where’s christie
1445,1,7,The Dumpling Paradox,HOWARD,shower oh way get loofah mitt reach place mine won’t
1446,1,7,The Dumpling Paradox,PENNY,y-you use loofah
1447,1,7,The Dumpling Paradox,HOWARD,precisely use loofah exfoliate brain
1448,1,7,The Dumpling Paradox,PENNY,keep
1449,1,7,The Dumpling Paradox,HOWARD,ah well we’ll probably need talk stuff bear collection
1450,1,7,The Dumpling Paradox,HOWARD,lady
1451,1,7,The Dumpling Paradox,HOWARD,chka-chka-chka-chka-chka-chka-chka
1452,1,7,The Dumpling Paradox,SHELDON,well there’s one beloved children’s book i’ll never read
1453,1,7,The Dumpling Paradox,LEONARD,leonard
1454,1,7,The Dumpling Paradox,SHELDON,i’m sheldon
1455,1,7,The Dumpling Paradox,PENNY,uh christie plan
1456,1,7,The Dumpling Paradox,PENNY,yeah mean plan find place live don’t love it’s… little crowd
1457,1,7,The Dumpling Paradox,LEONARD,penny you’re always welcome stay
1458,1,7,The Dumpling Paradox,SHELDON,oh terrific we’re run cute little b&b
1459,1,7,The Dumpling Paradox,HOWARD,let offer little outside box think doesn’t christie stay
1460,1,7,The Dumpling Paradox,LEONARD,one thing live mother
1461,1,7,The Dumpling Paradox,HOWARD,mother life
1462,1,7,The Dumpling Paradox,SHELDON,well it’s settle christie stay howard penny go back apartment i’ll watch last minute doctor although point it’s like doctor bother
1463,1,7,The Dumpling Paradox,LEONARD,sheldon can’t dictate…
1464,1,7,The Dumpling Paradox,SHELDON,talk everybody go
1465,1,7,The Dumpling Paradox,HOWARD,say wanna repair castle wolowitz
1466,1,7,The Dumpling Paradox,HOWARD,i’m sorry mention earlier last name wolowitz
1467,1,7,The Dumpling Paradox,SHELDON,imagine aren’t many kosher corn-huskers
1468,1,7,The Dumpling Paradox,HOWARD,anything want
1469,1,7,The Dumpling Paradox,HOWARD,perfect human clone i’m go order twelve
1470,1,7,The Dumpling Paradox,LEONARD,howard can’t see she’s use
1471,1,7,The Dumpling Paradox,HOWARD,care last night pull blouse wept
1472,1,7,The Dumpling Paradox,PENNY,look howard know okay she’ll sex anyone long keep buying thing
1473,1,7,The Dumpling Paradox,HOWARD,really
1474,1,7,The Dumpling Paradox,PENNY,yeah
1475,1,7,The Dumpling Paradox,HOWARD,yay you’ll excuse bar-mizvah bond cash
1476,1,7,The Dumpling Paradox,SHELDON,i’m sorry cannot without wolowitz
1477,1,7,The Dumpling Paradox,LEONARD,can’t order chinese food without wolowitz
1478,1,7,The Dumpling Paradox,SHELDON,let walk standard steam dumpling appetizer general so’s chicken beef broccoli shrimp lobster sauce vegetable lo-main see problem
1479,1,7,The Dumpling Paradox,LEONARD,see problem
1480,1,7,The Dumpling Paradox,SHELDON,entire order predicate four dumpling four entree divide among four people
1481,1,7,The Dumpling Paradox,LEONARD,we’ll order three entree
1482,1,7,The Dumpling Paradox,SHELDON,fine want eliminate get extra dumpling
1483,1,7,The Dumpling Paradox,RAJ,could cut third
1484,1,7,The Dumpling Paradox,SHELDON,longer dumpling cut open best small open face sandwich
1485,1,7,The Dumpling Paradox,SHELDON,he’s put need ahead collective good come that’s punishable death
1486,1,7,The Dumpling Paradox,LEONARD,get order dumpling three instead four
1487,1,7,The Dumpling Paradox,LEONARD,isn’t substitution it’s reduction
1488,1,7,The Dumpling Paradox,LEONARD,fine bring three order dumpling that’s twelve we’ll four
1489,1,7,The Dumpling Paradox,RAJ,work
1490,1,7,The Dumpling Paradox,SHELDON,fill dumpling we’ll need eliminate another entree
1491,1,7,The Dumpling Paradox,LEONARD,extra we’ll take leftover home
1492,1,7,The Dumpling Paradox,SHELDON,divide i’m tell cannot without wolowitz
1493,1,7,The Dumpling Paradox,LEONARD,wolowitz new girlfriend let invite penny would fourth
1494,1,7,The Dumpling Paradox,SHELDON,see penny eat chinese food us fork double dip egg roll
1495,1,7,The Dumpling Paradox,LEONARD,don’t order egg roll
1496,1,7,The Dumpling Paradox,SHELDON,exactly we’d
1497,1,7,The Dumpling Paradox,RAJ,please make decision child starve india there’s indian starving right
1498,1,7,The Dumpling Paradox,LEONARD,here’s idea don’t go indian food
1500,1,7,The Dumpling Paradox,RAJ,uurgh
1501,1,7,The Dumpling Paradox,SHELDON,i’ll know
1502,1,7,The Dumpling Paradox,RAJ,soup
1503,1,7,The Dumpling Paradox,LEONARD,yeah always divide soup
1504,1,7,The Dumpling Paradox,SHELDON,won-tons
1505,1,7,The Dumpling Paradox,SHELDON,it’s halo night
1506,1,7,The Dumpling Paradox,PENNY,yeah okay
1507,1,7,The Dumpling Paradox,LEONARD,well wolowitz spending time friend christie
1508,1,7,The Dumpling Paradox,PENNY,she’s friend friends get friend care bear sweaty
1509,1,7,The Dumpling Paradox,LEONARD,right anyway uh wolowitz occupy elsewhere something want ask sheldon
1510,1,7,The Dumpling Paradox,SHELDON,yes penny would much appreciate would fourth member halo team don’t think need tell honour
1511,1,7,The Dumpling Paradox,PENNY,oh that’s sweet i’m go dance girlfriend
1512,1,7,The Dumpling Paradox,SHELDON,can’t go it’s halo night
1513,1,7,The Dumpling Paradox,PENNY,well penny it’s dance night
1514,1,7,The Dumpling Paradox,SHELDON,go dance every wednesday
1516,1,7,The Dumpling Paradox,SHELDON,it’s dance night
1517,1,7,The Dumpling Paradox,PENNY,look don’t play guy tomorrow
1518,1,7,The Dumpling Paradox,SHELDON,tonight halo night it’s like talk wall
1519,1,7,The Dumpling Paradox,PENNY,alright sheldon problem
1520,1,7,The Dumpling Paradox,LEONARD,sheldon remember role-played
1521,1,7,The Dumpling Paradox,SHELDON,yes didn’t portray completely irrational
1522,1,7,The Dumpling Paradox,PENNY,alright fella gotta go good luck
1523,1,7,The Dumpling Paradox,LEONARD,maybe ask could go dance girlfriend
1524,1,7,The Dumpling Paradox,SHELDON,okay assume could dance can’t three two
1526,1,7,The Dumpling Paradox,SHELDON,it’s chinese restaurant assure cut dumpling third child’s play compare three men attempt dance woman
1527,1,7,The Dumpling Paradox,LEONARD,aaah god’s sake sheldon driving crazy
1528,1,7,The Dumpling Paradox,SHELDON,anger’s sir basic mathematics
1529,1,7,The Dumpling Paradox,LEONARD,i’m pretty sure anger’s
1530,1,7,The Dumpling Paradox,RAJ,what’s happen we’re fall apart
1531,1,7,The Dumpling Paradox,LEONARD,call
1532,1,7,The Dumpling Paradox,SHELDON,man restore semblance balance universe
1533,1,7,The Dumpling Paradox,LEONARD,sheldon think you’re go ask howard choose sex halo
1534,1,7,The Dumpling Paradox,SHELDON,i’m go ask choose sex halo far know sex upgrade include high-def graphic enhance weapon system
1535,1,7,The Dumpling Paradox,LEONARD,you’re right sex nudity orgasms human contact
1536,1,7,The Dumpling Paradox,SHELDON,point
1537,1,7,The Dumpling Paradox,HOWARD,guy
1538,1,7,The Dumpling Paradox,SHELDON,it’s halo night
1539,1,7,The Dumpling Paradox,HOWARD,halo night huh
1540,1,7,The Dumpling Paradox,RAJ,think whore omaha
1541,1,7,The Dumpling Paradox,SHELDON,shhh
1542,1,7,The Dumpling Paradox,HOWARD,sheldon get sight fire he’s charge plasma rifle
1543,1,7,The Dumpling Paradox,SHELDON,can’t shoot i’m cloak
1544,1,7,The Dumpling Paradox,LEONARD,raj kill sheldon
1545,1,7,The Dumpling Paradox,RAJ,can’t see
1546,1,7,The Dumpling Paradox,SHELDON,that’s call cloak dead man
1547,1,7,The Dumpling Paradox,LEONARD,well start throw grenade
1548,1,7,The Dumpling Paradox,RAJ,i’m
1549,1,7,The Dumpling Paradox,LEONARD,raj straight tank
1550,1,7,The Dumpling Paradox,SHELDON,say tank
1551,1,7,The Dumpling Paradox,RAJ,rule hell
1552,1,7,The Dumpling Paradox,HOWARD,son bitch medpack need medpack
1553,1,7,The Dumpling Paradox,PENNY,tell yah
1554,1,7,The Dumpling Paradox,LEONARD,there’s sniper use rocket launcher
1555,1,7,The Dumpling Paradox,RAJ,i’ve get needler i’m ammo
1556,1,7,The Dumpling Paradox,SHELDON,you’re life hit pause
1557,1,7,The Dumpling Paradox,LEONARD,think heard something
1559,1,7,The Dumpling Paradox,LEONARD,never mind alright go
1560,1,8,The Grasshopper Experiment,SHELDON,damn walletnook.com
1561,1,8,The Grasshopper Experiment,LEONARD,problem
1562,1,8,The Grasshopper Experiment,SHELDON,online description completely mislead say eight slot plus removable id rational person would mean room nine card don’t tell removable id take one slot it’s nightmare
1563,1,8,The Grasshopper Experiment,LEONARD,okay really need honorary justice league america membership card
1564,1,8,The Grasshopper Experiment,SHELDON,it’s every wallet i’ve own since five
1566,1,8,The Grasshopper Experiment,SHELDON,say keep person time it’s right batman’s signature
1567,1,8,The Grasshopper Experiment,RAJ,leonard sheldon’s apartment
1568,1,8,The Grasshopper Experiment,HOWARD,guess whose parent get broadband
1569,1,8,The Grasshopper Experiment,RAJ,may present live new delhi dr mr koothrappali
1570,1,8,The Grasshopper Experiment,LEONARD,hi
1571,1,8,The Grasshopper Experiment,RAJ,sorry papa
1572,1,8,The Grasshopper Experiment,LEONARD,hi
1573,1,8,The Grasshopper Experiment,RAJ,sheldon
1574,1,8,The Grasshopper Experiment,SHELDON,hi
1575,1,8,The Grasshopper Experiment,RAJ,life leonard
1576,1,8,The Grasshopper Experiment,RAJ,like haroun tanweer
1577,1,8,The Grasshopper Experiment,LEONARD,yeah we’re like haroun tanweer
1578,1,8,The Grasshopper Experiment,RAJ,papa please don’t start
1579,1,8,The Grasshopper Experiment,RAJ,okay that’s life that’s friend good see say goodbye
1580,1,8,The Grasshopper Experiment,RAJ,papa
1581,1,8,The Grasshopper Experiment,RAJ,little fat girl use kick samosa call untouchable
1583,1,8,The Grasshopper Experiment,RAJ,papa i’m supposed…
1584,1,8,The Grasshopper Experiment,RAJ,spring wedding
1585,1,8,The Grasshopper Experiment,RAJ,don’t want meddle meddling
1586,1,8,The Grasshopper Experiment,SHELDON,may parent probably don’t consider meddle arrange marriage longer norm indian parent continue great average involvement children’s life
1587,1,8,The Grasshopper Experiment,RAJ,telling culture
1588,1,8,The Grasshopper Experiment,SHELDON,seem confused
1589,1,8,The Grasshopper Experiment,RAJ,sorry mommy papa due respect really can’t go through…
1590,1,8,The Grasshopper Experiment,RAJ,don’t believe
1591,1,8,The Grasshopper Experiment,HOWARD,neither doogie howser’s air like twenty year
1592,1,8,The Grasshopper Experiment,LEONARD,actually read somewhere it’s one popular programme india
1593,1,8,The Grasshopper Experiment,SHELDON,might speak cultural aspiration one’s child enter medical profession
1594,1,8,The Grasshopper Experiment,LEONARD,bet you’re right
1595,1,8,The Grasshopper Experiment,HOWARD,bet love scrub
1596,1,8,The Grasshopper Experiment,SHELDON,what’s love
1597,1,8,The Grasshopper Experiment,RAJ,excuse hello parent try marry total stranger go
1598,1,8,The Grasshopper Experiment,SHELDON,suggest go
1600,1,8,The Grasshopper Experiment,SHELDON,romantic love basis marriage exist since nineteenth century arrange marriage norm serve society quite well
1601,1,8,The Grasshopper Experiment,HOWARD,it’s entire premise fiddler roof
1602,1,8,The Grasshopper Experiment,LEONARD,i’m big fan musical love show
1603,1,8,The Grasshopper Experiment,HOWARD,course speaks culturally
1604,1,8,The Grasshopper Experiment,SHELDON,understandable there’s universality story transcend ethnicity
1605,1,8,The Grasshopper Experiment,HOWARD,let’s forget it’s get really catchy tune
1606,1,8,The Grasshopper Experiment,RAJ,okay know i’m go
1608,1,8,The Grasshopper Experiment,RAJ,find new friend
1609,1,8,The Grasshopper Experiment,HOWARD,want rent fiddler
1610,1,8,The Grasshopper Experiment,SHELDON,need special edition
1611,1,8,The Grasshopper Experiment,LEONARD,well maybe like haroun tanweer
1612,1,8,The Grasshopper Experiment,LEONARD,hey think find new friend
1613,1,8,The Grasshopper Experiment,RAJ,i’ve get feeler meantime listen
1614,1,8,The Grasshopper Experiment,RAJ,believe pushy
1615,1,8,The Grasshopper Experiment,LEONARD,don’t call
1616,1,8,The Grasshopper Experiment,RAJ,don’t call won’t hear end parent
1617,1,8,The Grasshopper Experiment,LEONARD,call
1618,1,8,The Grasshopper Experiment,RAJ,call know can’t talk woman
1619,1,8,The Grasshopper Experiment,LEONARD,i’m do anybody else
1620,1,8,The Grasshopper Experiment,HOWARD,give phone
1622,1,8,The Grasshopper Experiment,HOWARD,give
1624,1,8,The Grasshopper Experiment,HOWARD,don’t worry you’ll thank hello lalita raj koothrappali yes good talk wear oh important anyhow would like meet friday work call time place meantime keep real babe may thank
1625,1,8,The Grasshopper Experiment,RAJ,make sound like simpson character
1626,1,8,The Grasshopper Experiment,HOWARD,fine next time make date
1627,1,8,The Grasshopper Experiment,RAJ,didn’t want make one
1628,1,8,The Grasshopper Experiment,LEONARD,look bright side might turn nice beautiful girl
1629,1,8,The Grasshopper Experiment,RAJ,great we’ll get married won’t able talk we’ll spend rest live total silence
1630,1,8,The Grasshopper Experiment,HOWARD,work parent
1631,1,8,The Grasshopper Experiment,LEONARD,oh hey
1632,1,8,The Grasshopper Experiment,PENNY,need guinea pig
1633,1,8,The Grasshopper Experiment,SHELDON,okay there’s lab animal supply company reseda could try research go human application may suggest white mouse instead brain chemistry far closer
1634,1,8,The Grasshopper Experiment,PENNY,swear god sheldon one day i’m go get hang talk
1635,1,8,The Grasshopper Experiment,LEONARD,mom’s say year what’s
1636,1,8,The Grasshopper Experiment,PENNY,well finally convince restaurant give bar tend shift need practice make drink
1637,1,8,The Grasshopper Experiment,LEONARD,oh great well key acquire proficiency task repetition
1638,1,8,The Grasshopper Experiment,SHELDON,certain obvious exception suicide example
1639,1,8,The Grasshopper Experiment,PENNY,leonard
1640,1,8,The Grasshopper Experiment,LEONARD,look penny we’d love help raj go stuff right besides doesn’t drink so… really um raj go stuff right he’d like take drinking
1641,1,8,The Grasshopper Experiment,PENNY,okay go leonard one tequila sunrise
1642,1,8,The Grasshopper Experiment,LEONARD,thank drink wonderful example liquid different specific gravity interact cylindrical container thank
1643,1,8,The Grasshopper Experiment,PENNY,okay raj what’ll
1644,1,8,The Grasshopper Experiment,LEONARD,whatever recommend
1645,1,8,The Grasshopper Experiment,PENNY,uh grasshopper make mean grasshopper okay good come sheldon go
1646,1,8,The Grasshopper Experiment,SHELDON,i’ll diet coke
1647,1,8,The Grasshopper Experiment,PENNY,okay please order cocktail need practice mix drink
1648,1,8,The Grasshopper Experiment,SHELDON,fine i’ll virgin cuba libre
1649,1,8,The Grasshopper Experiment,PENNY,that’s um rum coke without rum
1650,1,8,The Grasshopper Experiment,SHELDON,yes
1651,1,8,The Grasshopper Experiment,PENNY,coke
1652,1,8,The Grasshopper Experiment,SHELDON,yes would make diet
1653,1,8,The Grasshopper Experiment,PENNY,there’s fridge
1654,1,8,The Grasshopper Experiment,SHELDON,cuba libre traditionally come tall glass lime wedge
1655,1,8,The Grasshopper Experiment,PENNY,swim cuba
1656,1,8,The Grasshopper Experiment,SHELDON,bartender suppose people skill
1657,1,8,The Grasshopper Experiment,PENNY,okay raj go alright who’s next
1658,1,8,The Grasshopper Experiment,HOWARD,i’d like try slippery nipple
1659,1,8,The Grasshopper Experiment,PENNY,okay you’re cut anybody need refill
1660,1,8,The Grasshopper Experiment,RAJ,life go penny one day i’m carefree batchelor next i’m marry drive minivan peewee cricket match suburban new delhi
1661,1,8,The Grasshopper Experiment,PENNY,a… talk
1662,1,8,The Grasshopper Experiment,RAJ,another penny plan dream go indira gandhi particle astro-physics penis course
1663,1,8,The Grasshopper Experiment,LEONARD,it’s amaze
1664,1,8,The Grasshopper Experiment,RAJ,ever since little boy father want gynaecologist like gynaecologist barely look woman eye know i’m go let parent control future long it’s time showdown somebody give computer webcam
1665,1,8,The Grasshopper Experiment,PENNY,okay sweetie think that’s grasshopper talk
1666,1,8,The Grasshopper Experiment,RAJ,it’s tell parent i’m rid elephant aisle lalita gupta
1667,1,8,The Grasshopper Experiment,PENNY,okay calm no-one make get marry don’t meet girl see happens
1668,1,8,The Grasshopper Experiment,RAJ,haven’t listen cannot talk woman
1669,1,8,The Grasshopper Experiment,LEONARD,um… raj
1670,1,8,The Grasshopper Experiment,HOWARD,let’s see long take
1671,1,8,The Grasshopper Experiment,PENNY,um raj honey say can’t talk woman but… you’ve talk
1672,1,8,The Grasshopper Experiment,SHELDON,we’ll never know
1673,1,8,The Grasshopper Experiment,RAJ,you’re right i… talk hello penny
1674,1,8,The Grasshopper Experiment,PENNY,i’m fine
1675,1,8,The Grasshopper Experiment,RAJ,okay need make sure lalita meet grasshopper it’s sweet green miracle
1676,1,8,The Grasshopper Experiment,PENNY,okay you’re go drink date promise won’t overdo
1677,1,8,The Grasshopper Experiment,RAJ,overdo happiness freedom warm glow inside promise everything go hunky donkey
1678,1,8,The Grasshopper Experiment,PENNY,yeah uh don’t bring restaurant i’m tend bar keep eye
1679,1,8,The Grasshopper Experiment,RAJ,okay
1680,1,8,The Grasshopper Experiment,LEONARD,wait minute what’s plan let’s say meet like get married what’s go stay drunk rest life
1681,1,8,The Grasshopper Experiment,HOWARD,work parent
1682,1,8,The Grasshopper Experiment,RAJ,can’t believe i’m sit next little lalita gupta
1683,1,8,The Grasshopper Experiment,OTHERS,well
1684,1,8,The Grasshopper Experiment,RAJ,little lalita that’s kind fun say little lalita little lalita little lalita try
1685,1,8,The Grasshopper Experiment,OTHERS,it’s okay
1686,1,8,The Grasshopper Experiment,RAJ,lost much weight must difficult fat remember
1687,1,8,The Grasshopper Experiment,OTHERS,yes
1688,1,8,The Grasshopper Experiment,RAJ,course could forget fat
1689,1,8,The Grasshopper Experiment,OTHERS,well i’ve try
1690,1,8,The Grasshopper Experiment,RAJ,you’re dental student hmm aware dentists extremely high suicide rate high say air traffic controller far dentists air traffic controller pure number you’re still win
1691,1,8,The Grasshopper Experiment,OTHERS,yay
1692,1,8,The Grasshopper Experiment,PENNY,drink that’ll make less obnoxious
1693,1,8,The Grasshopper Experiment,PENNY,drink work way
1694,1,8,The Grasshopper Experiment,HOWARD,i’d say fine look last girl mom set moustache vestigial tail
1695,1,8,The Grasshopper Experiment,SHELDON,sorry i’m late
1696,1,8,The Grasshopper Experiment,LEONARD,happen
1697,1,8,The Grasshopper Experiment,SHELDON,nothing really didn’t want come virgin diet cuba libre please
1698,1,8,The Grasshopper Experiment,PENNY,okay
1699,1,8,The Grasshopper Experiment,SHELDON,tall glass lime wedge
